transaction_id,date,store_id,product_id,quantity,unit_price,total_amount,customer_age
1269,2024-08-23,2,1026,8,373.67,2989.36,38
1270,2024-05-02,19,1087,7,135.58,949.06,46
1271,2024-05-25,12,1089,2,77.84,155.68,47
1272,2024-08-25,8,1055,5,434.12,2170.6,33
1273,2024-12-06,4,1016,5,119.6,598.0,31
1274,2024-06-29,4,1031,1,160.21,160.21,21
1275,2024-04-04,5,1099,1,352.03,352.03,69
1276,2024-09-05,17,1077,6,98.71,592.26,55
1277,2024-03-29,10,1084,1,184.07,184.07,58
1278,2024-02-05,2,1062,1,52.01,52.01,25
1279,2024-10-20,10,1094,2,352.12,704.24,43
1280,2024-08-27,18,1072,1,273.94,273.94,67
1281,2024-01-21,14,1004,8,84.39,675.12,36
1282,2024-01-07,10,1009,1,187.85,187.85,49
1283,2024-12-09,1,1048,4,62.66,250.64,28
1284,2024-10-23,16,1008,3,246.56,739.68,24
1285,2024-05-12,10,1038,5,208.9,1044.5,48
1286,2024-04-24,10,1054,10,178.28,1782.8,61
1287,2024-02-26,5,1048,9,222.26,2000.34,18
1288,2024-04-26,12,1012,1,209.44,209.44,61
1289,2024-08-01,14,1094,7,399.98,2799.86,40
1290,2024-12-15,4,1065,1,166.25,166.25,49
1291,2024-12-22,20,1063,1,29.98,29.98,25
1292,2024-04-09,6,1036,4,115.79,463.16,44
1293,2024-07-09,19,1028,4,54.74,218.96,21
1294,2024-11-06,13,1051,1,273.9,273.9,63
1295,2024-10-15,11,1077,2,199.04,398.08,32
1296,2024-08-08,17,1068,5,127.66,638.3,49
1297,2024-11-16,16,1031,1,458.89,458.89,48
1298,2024-07-11,13,1066,8,499.76,3998.08,70
1299,2024-08-28,20,1077,6,91.05,546.3,36
1300,2024-03-28,4,1047,1,182.75,182.75,43
1301,2024-10-06,13,1044,2,41.53,83.06,50
1302,2024-07-09,15,1090,9,259.45,2335.05,41
1303,2024-12-02,15,1083,9,232.71,2094.39,41
1304,2024-11-09,4,1060,2,391.78,783.56,59
1305,2024-09-29,5,1047,8,443.87,3550.96,24
1306,2024-04-17,20,1011,10,272.1,2721.0,59
1307,2024-02-03,4,1056,2,80.46,160.92,38
1308,2024-07-29,12,1052,5,224.02,1120.1,46
1309,2024-08-08,4,1096,6,385.48,2312.88,23
1310,2024-10-04,19,1059,8,275.03,2200.24,60
1311,2024-10-04,19,1049,2,118.13,236.26,60
1312,2024-11-22,11,1049,6,58.81,352.86,44
1313,2024-08-20,15,1088,7,440.23,3081.61,31
1314,2024-02-10,13,1037,6,51.85,311.1,23
1315,2024-11-30,17,1026,5,253.85,1269.25,48
1316,2024-04-13,14,1057,4,489.99,1959.96,34
1317,2024-10-28,9,1071,7,247.3,1731.1,68
1318,2024-09-19,16,1003,3,243.51,730.53,64
1319,2024-06-06,15,1009,1,485.55,485.55,70
1320,2024-03-13,4,1004,5,381.33,1906.65,21
1321,2024-01-05,10,1038,3,27.73,83.19,55
1322,2024-01-15,17,1050,5,455.21,2276.05,30
1323,2024-02-18,1,1059,8,44.55,356.4,24
1324,2024-11-21,15,1098,10,58.9,589.0,63
1325,2024-02-08,9,1020,9,159.01,1431.09,57
1326,2024-11-30,5,1012,3,377.45,1132.35,33
1327,2024-07-29,4,1090,7,138.72,971.04,44
1328,2024-04-15,9,1060,6,79.07,474.42,52
1329,2024-12-16,14,1024,1,403.12,403.12,32
1330,2024-05-21,20,1097,7,246.28,1723.96,45
1331,2024-12-25,14,1095,7,333.21,2332.47,40
1332,2024-01-12,11,1036,1,164.33,164.33,33
1333,2024-10-07,3,1033,8,438.21,3505.68,51
1334,2024-08-09,16,1092,10,490.75,4907.5,56
1335,2024-06-21,19,1035,7,316.88,2218.16,45
1336,2024-06-03,11,1090,7,79.48,556.36,63
1337,2024-07-29,20,1095,8,58.9,471.2,65
1338,2024-07-17,18,1080,9,426.02,3834.18,40
1339,2024-02-04,17,1083,8,246.07,1968.56,26
1340,2024-08-27,8,1029,9,192.08,1728.72,30
1341,2024-01-24,20,1046,9,388.83,3499.47,23
1342,2024-11-03,8,1084,5,282.26,1411.3,40
1343,2024-08-23,13,1031,7,244.77,1713.39,21
1344,2024-09-15,11,1026,6,249.71,1498.26,44
1345,2024-06-25,19,1076,7,145.21,1016.47,31
1346,2024-01-27,2,1075,6,211.08,1266.48,53
1347,2024-12-24,2,1072,4,6.97,27.88,26
1348,2024-01-18,17,1057,7,110.16,771.12,36
1349,2024-12-18,4,1029,1,243.81,243.81,54
1350,2024-12-25,9,1022,8,55.79,446.32,29
1351,2024-02-26,10,1041,7,130.12,910.84,39
1352,2024-04-26,14,1058,9,89.48,805.32,40
1353,2024-07-24,16,1089,8,328.34,2626.72,20
1354,2024-08-31,7,1013,8,354.03,2832.24,37
1355,2024-10-01,3,1014,8,73.25,586.0,59
1356,2024-10-08,8,1031,5,175.42,877.1,64
1357,2024-03-30,4,1044,6,485.72,2914.32,27
1358,2024-06-17,4,1088,9,436.76,3930.84,24
1359,2024-06-07,1,1030,10,495.33,4953.3,25
1360,2024-01-10,15,1062,4,347.42,1389.68,25
1361,2024-12-18,4,1000,2,171.69,343.38,40
1362,2024-02-05,16,1021,9,238.2,2143.8,18
1363,2024-12-05,17,1073,6,362.5,2175.0,48
1364,2024-08-05,15,1045,7,309.32,2165.24,61
1365,2024-04-22,12,1033,7,187.94,1315.58,69
1366,2024-12-09,20,1090,3,97.11,291.33,31
1367,2024-12-14,20,1057,2,45.84,91.68,20
1368,2024-11-02,20,1035,5,162.12,810.6,42
1369,2024-05-23,3,1083,5,274.71,1373.55,52
1370,2024-02-28,10,1081,1,363.92,363.92,53
1371,2024-06-29,8,1034,3,277.73,833.19,45
1372,2024-05-26,14,1069,3,170.89,512.67,53
1373,2024-01-25,2,1033,7,414.33,2900.31,49
1374,2024-04-09,4,1066,1,112.75,112.75,41
1375,2024-12-23,16,1070,6,51.38,308.28,37
1376,2024-10-25,1,1042,8,228.88,1831.04,62
1377,2024-07-10,6,1022,9,32.99,296.91,44
1378,2024-10-02,14,1005,9,493.65,4442.85,27
1379,2024-06-29,14,1061,7,103.28,722.96,37
1380,2024-06-04,5,1014,1,360.04,360.04,50
1381,2024-03-03,2,1025,6,497.63,2985.78,53
1382,2024-08-24,13,1044,2,286.23,572.46,57
1383,2024-05-26,20,1064,5,321.48,1607.4,33
1384,2024-08-28,17,1018,9,296.81,2671.29,54
1385,2024-05-15,13,1056,6,21.24,127.44,26
1386,2024-11-14,8,1060,6,116.9,701.4,20
1387,2024-04-27,8,1062,5,124.28,621.4,63
1388,2024-09-18,1,1046,7,395.55,2768.85,65
1389,2024-06-30,18,1048,9,108.01,972.09,56
1390,2024-04-07,6,1003,9,355.35,3198.15,51
1391,2024-04-16,9,1074,10,238.46,2384.6,51
1392,2024-11-28,12,1002,8,391.19,3129.52,19
1393,2024-08-29,8,1022,10,231.56,2315.6,27
1394,2024-11-26,11,1032,3,465.97,1397.91,44
1395,2024-04-02,6,1095,9,112.95,1016.55,58
1396,2024-05-09,9,1004,7,497.18,3480.26,69
1397,2024-09-20,13,1089,7,458.15,3207.05,51
1398,2024-05-04,12,1034,9,13.96,125.64,70
1399,2024-08-14,20,1014,1,89.43,89.43,56
1400,2024-06-28,5,1048,3,323.99,971.97,43
1401,2024-01-24,13,1042,2,41.36,82.72,36
1402,2024-02-04,5,1019,10,410.73,4107.3,40
1403,2024-08-18,6,1074,6,420.7,2524.2,62
1404,2024-11-07,16,1054,6,269.99,1619.94,22
1405,2024-06-30,12,1055,4,166.67,666.68,22
1406,2024-04-27,15,1080,5,471.09,2355.45,66
1407,2024-03-24,9,1068,1,36.15,36.15,67
1408,2024-11-21,4,1014,4,138.54,554.16,53
1409,2024-05-16,7,1023,3,479.47,1438.41,18
1410,2024-03-11,3,1094,6,16.48,98.88,27
1411,2024-09-15,8,1083,5,287.55,1437.75,26
1412,2024-05-23,2,1036,3,145.42,436.26,57
1413,2024-09-08,11,1038,10,152.21,1522.1,31
1414,2024-02-02,12,1064,6,91.22,547.32,43
1415,2024-10-01,20,1036,6,31.74,190.44,40
1416,2024-03-24,15,1027,3,156.58,469.74,69
1417,2024-08-30,2,1002,7,486.69,3406.83,46
1418,2024-09-21,14,1015,10,66.67,666.7,45
1419,2024-10-03,15,1072,7,48.18,337.26,34
1420,2024-04-01,11,1006,1,477.18,477.18,59
1421,2024-05-15,19,1084,3,388.54,1165.62,64
1422,2024-06-28,14,1002,6,329.87,1979.22,56
1423,2024-12-02,14,1081,9,325.18,2926.62,63
1424,2024-04-28,18,1043,3,105.2,315.6,43
1425,2024-09-21,16,1040,8,468.04,3744.32,57
1426,2024-11-29,16,1067,6,191.61,1149.66,63
1427,2024-01-08,2,1051,10,449.18,4491.8,57
1428,2024-04-10,16,1020,10,267.73,2677.3,31
1429,2024-04-07,20,1030,2,58.92,117.84,53
1430,2024-05-20,10,1024,7,446.88,3128.16,65
1431,2024-04-15,7,1015,3,74.7,224.1,42
1432,2024-06-29,14,1020,3,163.41,490.23,51
1433,2024-03-15,16,1082,3,368.03,1104.09,69
1434,2024-07-12,20,1068,9,404.99,3644.91,58
1435,2024-09-12,20,1047,3,286.32,858.96,31
1436,2024-08-29,17,1082,10,424.01,4240.1,19
1437,2024-12-05,2,1063,10,217.99,2179.9,23
1438,2024-03-27,17,1059,3,267.31,801.93,43
1439,2024-06-18,5,1047,7,51.19,358.33,23
1440,2024-02-08,3,1081,9,120.48,1084.32,35
1441,2024-05-29,17,1018,6,87.83,526.98,31
1442,2024-04-23,1,1030,9,261.23,2351.07,62
1443,2024-03-24,3,1029,3,367.14,1101.42,57
1444,2024-01-09,16,1090,6,297.26,1783.56,51
1445,2024-02-07,20,1037,5,311.83,1559.15,41
1446,2024-01-02,11,1063,2,216.27,432.54,27
1447,2024-07-14,5,1070,4,434.49,1737.96,52
1448,2024-02-05,11,1029,1,29.53,29.53,25
1449,2024-01-29,10,1056,6,220.49,1322.94,48
1450,2024-12-28,20,1064,1,452.67,452.67,23
1451,2024-06-18,19,1063,5,291.87,1459.35,56
1452,2024-04-14,7,1087,9,43.64,392.76,45
1453,2024-08-06,19,1045,5,294.07,1470.35,60
1454,2024-02-24,4,1032,4,92.74,370.96,46
1455,2024-08-24,18,1097,1,35.82,35.82,55
1456,2024-08-17,18,1075,6,112.68,676.08,60
1457,2024-09-12,1,1065,4,130.01,520.04,26
1458,2024-03-21,16,1073,3,167.77,503.31,32
1459,2024-08-05,19,1007,10,139.77,1397.7,70
1460,2024-01-20,4,1054,10,399.95,3999.5,28
1461,2024-11-15,14,1034,3,318.23,954.69,64
1462,2024-08-14,14,1080,3,162.01,486.03,62
1463,2024-12-27,10,1036,3,396.27,1188.81,30
1464,2024-06-25,19,1079,6,270.25,1621.5,25
1465,2024-02-28,19,1033,1,228.13,228.13,34
1466,2024-05-10,14,1089,5,489.22,2446.1,38
1467,2024-04-01,11,1030,3,183.6,550.8,35
1468,2024-04-26,20,1088,1,291.8,291.8,27
1469,2024-04-15,5,1014,7,422.24,2955.68,41
1470,2024-03-27,4,1008,1,232.96,232.96,53
1471,2024-02-01,7,1065,4,25.1,100.4,43
1472,2024-05-23,19,1050,8,404.89,3239.12,38
1473,2024-02-10,6,1058,1,79.02,79.02,61
1474,2024-12-27,20,1045,9,487.81,4390.29,58
1475,2024-03-24,7,1087,2,82.17,164.34,70
1476,2024-05-16,2,1056,7,267.19,1870.33,66
1477,2024-11-14,12,1072,2,154.88,309.76,54
1478,2024-06-29,11,1015,5,322.81,1614.05,68
1479,2024-05-19,14,1039,10,301.13,3011.3,64
1480,2024-09-01,12,1056,7,82.34,576.38,43
1481,2024-01-18,19,1034,4,156.94,627.76,69
1482,2024-12-20,3,1004,2,155.01,310.02,70
1483,2024-10-27,3,1017,9,367.21,3304.89,41
1484,2024-09-17,4,1059,6,274.5,1647.0,21
1485,2024-10-13,10,1052,5,416.13,2080.65,62
1486,2024-04-03,8,1043,2,244.84,489.68,31
1487,2024-01-12,6,1094,7,98.46,689.22,70
1488,2024-03-24,9,1047,4,95.49,381.96,40
1489,2024-06-08,5,1052,5,430.04,2150.2,63
1490,2024-02-28,10,1004,5,171.71,858.55,32
1491,2024-12-10,2,1014,8,377.04,3016.32,25
1492,2024-05-15,8,1088,9,449.0,4041.0,34
1493,2024-06-28,8,1054,4,231.67,926.68,59
1494,2024-01-13,5,1040,10,474.28,4742.8,34
1495,2024-04-29,6,1056,8,463.75,3710.0,24
1496,2024-06-23,19,1027,1,167.1,167.1,31
1497,2024-07-03,20,1015,8,150.96,1207.68,37
1498,2024-05-01,9,1079,3,405.34,1216.02,29
1499,2024-10-09,3,1026,8,462.69,3701.52,67
1500,2024-02-19,7,1070,5,159.94,799.7,19
1501,2024-01-31,10,1018,4,191.05,764.2,66
1502,2024-05-23,18,1043,3,344.59,1033.77,18
1503,2024-02-07,13,1079,4,150.02,600.08,63
1504,2024-08-29,13,1065,8,208.84,1670.72,21
1505,2024-08-17,9,1001,6,171.58,1029.48,20
1506,2024-12-13,11,1044,2,394.82,789.64,40
1507,2024-10-22,5,1097,5,235.82,1179.1,23
1508,2024-07-06,13,1076,6,433.51,2601.06,56
1509,2024-01-29,6,1005,5,384.97,1924.85,47
1510,2024-08-29,6,1098,2,247.24,494.48,57
1511,2024-07-29,18,1087,2,320.77,641.54,24
1512,2024-03-01,14,1020,5,377.35,1886.75,21
1513,2024-03-18,16,1006,2,98.3,196.6,40
1514,2024-02-28,10,1073,4,462.02,1848.08,61
1515,2024-11-10,7,1059,3,427.95,1283.85,45
1516,2024-10-26,10,1003,4,384.29,1537.16,42
1517,2024-08-28,3,1034,4,31.36,125.44,52
1518,2024-06-05,20,1031,7,44.4,310.8,51
1519,2024-08-07,12,1012,5,345.98,1729.9,66
1520,2024-08-31,16,1010,10,361.2,3612.0,69
1521,2024-08-23,4,1044,5,253.44,1267.2,55
1522,2024-05-04,9,1024,10,381.87,3818.7,69
1523,2024-08-07,10,1093,6,150.21,901.26,44
1524,2024-01-24,3,1083,10,175.27,1752.7,66
1525,2024-02-02,19,1049,5,427.24,2136.2,31
1526,2024-08-16,4,1095,1,207.39,207.39,53
1527,2024-09-17,16,1086,10,62.9,629.0,60
1528,2024-03-10,6,1083,3,195.09,585.27,62
1529,2024-11-12,9,1013,6,290.96,1745.76,47
1530,2024-01-23,1,1022,4,267.59,1070.36,33
1531,2024-01-05,14,1018,6,219.89,1319.34,26
1532,2024-03-28,16,1093,2,398.26,796.52,42
1533,2024-08-24,2,1076,10,347.2,3472.0,68
1534,2024-06-10,17,1039,10,319.6,3196.0,25
1535,2024-05-14,5,1051,10,240.26,2402.6,59
1536,2024-01-10,5,1056,9,118.98,1070.82,41
1537,2024-02-10,6,1000,2,258.11,516.22,62
1538,2024-10-28,12,1100,6,89.66,537.96,44
1539,2024-09-19,16,1064,7,246.19,1723.33,70
1540,2024-07-13,20,1081,9,473.59,4262.31,20
1541,2024-07-02,20,1027,10,119.55,1195.5,32
1542,2024-10-25,3,1016,2,57.23,114.46,47
1543,2024-06-16,12,1092,6,178.64,1071.84,27
1544,2024-08-06,9,1003,4,274.72,1098.88,30
1545,2024-10-07,9,1013,5,351.22,1756.1,32
1546,2024-09-28,12,1071,1,192.14,192.14,44
1547,2024-02-03,2,1012,8,454.73,3637.84,18
1548,2024-04-11,18,1008,3,130.04,390.12,67
1549,2024-09-15,7,1072,9,303.13,2728.17,61
1550,2024-09-24,1,1067,6,382.64,2295.84,54
1551,2024-03-08,15,1070,5,298.68,1493.4,43
1552,2024-11-26,16,1066,7,7.67,53.69,40
1553,2024-05-13,13,1041,10,59.69,596.9,64
1554,2024-01-02,11,1007,6,22.74,136.44,32
1555,2024-07-18,13,1071,5,398.49,1992.45,65
1556,2024-07-20,19,1010,8,46.34,370.72,48
1557,2024-11-03,12,1023,7,245.92,1721.44,31
1558,2024-07-13,6,1060,10,42.87,428.7,69
1559,2024-06-25,10,1054,9,21.55,193.95,62
1560,2024-11-28,8,1058,7,19.1,133.7,64
1561,2024-05-16,9,1058,6,404.82,2428.92,62
1562,2024-11-20,16,1067,1,153.83,153.83,64
1563,2024-04-20,12,1000,6,264.15,1584.9,64
1564,2024-08-20,19,1096,3,202.95,608.85,18
1565,2024-02-06,17,1076,6,314.07,1884.42,52
1566,2024-09-06,9,1052,4,100.45,401.8,55
1567,2024-08-01,14,1076,2,430.45,860.9,38
1568,2024-06-26,10,1010,6,482.04,2892.24,33
1569,2024-05-23,16,1079,7,288.93,2022.51,33
1570,2024-08-12,7,1004,2,280.48,560.96,34
1571,2024-10-16,14,1015,8,470.04,3760.32,51
1572,2024-09-26,17,1046,4,183.99,735.96,61
1573,2024-03-08,3,1095,1,355.46,355.46,29
1574,2024-02-01,5,1004,4,250.61,1002.44,41
1575,2024-06-10,12,1056,9,90.31,812.79,70
1576,2024-03-28,3,1014,10,62.19,621.9,68
1577,2024-09-22,20,1078,10,212.06,2120.6,22
1578,2024-05-21,4,1062,10,438.63,4386.3,42
1579,2024-06-10,16,1083,8,192.06,1536.48,69
1580,2024-02-27,18,1020,10,171.3,1713.0,22
1581,2024-09-16,7,1002,8,258.08,2064.64,30
1582,2024-08-04,17,1007,9,115.03,1035.27,23
1583,2024-04-18,17,1030,9,42.5,382.5,25
1584,2024-01-16,13,1075,6,421.42,2528.52,36
1585,2024-04-25,9,1013,2,413.39,826.78,69
1586,2024-04-12,15,1089,9,237.04,2133.36,45
1587,2024-07-21,20,1048,6,96.74,580.44,64
1588,2024-01-07,5,1044,7,62.22,435.54,61
1589,2024-07-24,9,1084,1,482.57,482.57,32
1590,2024-04-07,9,1014,8,358.5,2868.0,41
1591,2024-05-20,13,1042,9,19.31,173.79,32
1592,2024-05-18,17,1001,10,156.05,1560.5,52
1593,2024-03-22,19,1053,2,413.39,826.78,57
1594,2024-03-27,10,1000,8,171.97,1375.76,38
1595,2024-10-22,20,1009,2,346.43,692.86,23
1596,2024-11-10,7,1043,7,487.55,3412.85,21
1597,2024-03-05,4,1039,3,429.15,1287.45,61
1598,2024-10-06,1,1017,4,274.05,1096.2,21
1599,2024-12-21,17,1038,4,139.58,558.32,51
1600,2024-07-25,5,1065,4,261.57,1046.28,61
1601,2024-10-31,20,1017,1,218.75,218.75,52
1602,2024-11-25,11,1092,8,411.14,3289.12,19
1603,2024-05-28,15,1029,2,377.94,755.88,50
1604,2024-06-04,9,1046,4,58.63,234.52,55
1605,2024-01-19,16,1044,1,367.28,367.28,23
1606,2024-01-27,8,1013,7,431.86,3023.02,41
1607,2024-05-10,3,1075,7,37.64,263.48,30
1608,2024-07-18,2,1089,2,444.3,888.6,18
1609,2024-02-04,15,1067,8,184.98,1479.84,62
1610,2024-09-14,6,1020,5,474.73,2373.65,63
1611,2024-07-19,1,1006,5,148.93,744.65,25
1612,2024-01-16,7,1024,1,355.18,355.18,64
1613,2024-07-12,14,1070,10,465.26,4652.6,29
1614,2024-05-31,19,1068,3,279.4,838.2,61
1615,2024-01-26,17,1014,5,153.19,765.95,20
1616,2024-05-07,2,1095,4,487.19,1948.76,42
1617,2024-07-14,12,1065,8,93.86,750.88,36
1618,2024-12-26,1,1053,1,8.83,8.83,61
1619,2024-10-19,9,1098,1,37.1,37.1,59
1620,2024-12-01,10,1084,5,116.24,581.2,23
1621,2024-09-02,7,1099,1,111.29,111.29,34
1622,2024-05-25,8,1008,4,435.24,1740.96,44
1623,2024-12-01,20,1097,6,62.87,377.22,24
1624,2024-12-19,7,1071,10,44.09,440.9,22
1625,2024-08-09,1,1073,10,28.48,284.8,35
1626,2024-12-01,5,1096,5,424.29,2121.45,29
1627,2024-01-18,13,1013,4,7.8,31.2,56
1628,2024-01-20,14,1086,10,448.08,4480.8,67
1629,2024-01-09,20,1079,4,261.98,1047.92,32
1630,2024-05-15,4,1073,5,409.78,2048.9,40
1631,2024-08-04,8,1029,3,233.66,700.98,66
1632,2024-09-28,2,1002,1,103.05,103.05,70
1633,2024-05-25,13,1041,6,109.23,655.38,37
1634,2024-05-29,9,1026,9,355.33,3197.97,32
1635,2024-06-15,20,1058,7,369.81,2588.67,27
1636,2024-11-04,7,1015,2,179.45,358.9,49
1637,2024-05-15,11,1019,8,433.83,3470.64,62
1638,2024-01-06,20,1028,7,142.23,995.61,25
1639,2024-01-27,9,1018,1,417.37,417.37,51
1640,2024-11-16,9,1078,5,300.05,1500.25,33
1641,2024-03-07,2,1059,8,306.31,2450.48,64
1642,2024-07-22,3,1003,10,231.4,2314.0,35
1643,2024-09-10,7,1098,6,235.99,1415.94,70
1644,2024-09-20,1,1029,9,352.06,3168.54,21
1645,2024-02-02,1,1079,5,264.49,1322.45,18
1646,2024-02-10,2,1076,6,441.31,2647.86,33
1647,2024-02-12,17,1053,9,190.93,1718.37,27
1648,2024-03-06,18,1080,9,182.37,1641.33,62
1649,2024-02-19,5,1071,9,389.43,3504.87,33
1650,2024-05-01,10,1030,4,30.79,123.16,43
1651,2024-04-16,20,1080,2,114.39,228.78,26
1652,2024-12-02,14,1066,2,224.87,449.74,63
1653,2024-12-18,13,1081,8,421.1,3368.8,42
1654,2024-07-05,20,1004,5,460.69,2303.45,65
1655,2024-12-19,5,1045,9,140.13,1261.17,32
1656,2024-04-01,2,1058,3,301.18,903.54,65
1657,2024-06-19,11,1023,8,92.27,738.16,61
1658,2024-08-17,15,1090,9,424.6,3821.4,37
1659,2024-03-25,17,1099,9,9.34,84.06,57
1660,2024-11-24,16,1100,7,39.51,276.57,58
1661,2024-12-06,9,1070,3,23.33,69.99,53
1662,2024-12-20,18,1038,1,243.55,243.55,64
1663,2024-11-08,20,1082,7,226.43,1585.01,46
1664,2024-02-11,18,1052,9,254.54,2290.86,58
1665,2024-08-24,4,1059,8,294.92,2359.36,70
1666,2024-03-03,9,1064,7,257.34,1801.38,44
1667,2024-11-22,5,1011,9,290.43,2613.87,65
1668,2024-06-08,11,1094,8,67.8,542.4,21
1669,2024-01-24,13,1016,5,205.33,1026.65,70
1670,2024-06-05,9,1098,3,362.1,1086.3,59
1671,2024-09-10,17,1091,6,370.59,2223.54,18
1672,2024-01-10,4,1095,8,404.23,3233.84,64
1673,2024-01-09,20,1037,8,346.52,2772.16,44
1674,2024-10-06,6,1078,4,311.35,1245.4,49
1675,2024-05-09,8,1100,6,424.53,2547.18,26
1676,2024-06-22,16,1034,4,248.57,994.28,28
1677,2024-03-22,5,1033,5,73.1,365.5,27
1678,2024-09-03,15,1041,5,322.89,1614.45,43
1679,2024-11-05,4,1006,10,110.37,1103.7,41
1680,2024-05-18,12,1083,8,39.74,317.92,49
1681,2024-11-24,6,1009,9,406.47,3658.23,32
1682,2024-02-01,20,1012,5,236.77,1183.85,32
1683,2024-11-07,15,1046,6,270.47,1622.82,60
1684,2024-08-10,9,1092,8,447.0,3576.0,62
1685,2024-05-06,11,1061,4,456.69,1826.76,34
1686,2024-07-10,10,1079,6,321.75,1930.5,51
1687,2024-06-04,1,1092,6,202.75,1216.5,27
1688,2024-04-05,16,1038,3,367.48,1102.44,70
1689,2024-09-05,15,1059,1,29.72,29.72,30
1690,2024-01-21,5,1000,1,193.84,193.84,34
1691,2024-07-27,20,1029,2,296.9,593.8,23
1692,2024-02-12,18,1053,5,238.42,1192.1,44
1693,2024-12-07,3,1039,6,312.89,1877.34,69
1694,2024-02-01,20,1000,9,287.45,2587.05,38
1695,2024-05-24,14,1080,4,416.36,1665.44,45
1696,2024-12-06,13,1012,2,394.3,788.6,18
1697,2024-06-01,3,1099,3,52.66,157.98,64
1698,2024-07-17,11,1072,4,418.73,1674.92,37
1699,2024-03-25,15,1089,9,495.65,4460.85,24
1700,2024-02-24,9,1006,2,321.38,642.76,32
1701,2024-04-25,18,1061,7,237.88,1665.16,25
1702,2024-04-22,19,1008,8,192.28,1538.24,59
1703,2024-11-22,18,1100,3,258.0,774.0,70
1704,2024-05-27,13,1065,1,388.68,388.68,66
1705,2024-11-15,5,1075,5,498.2,2491.0,20
1706,2024-07-27,19,1065,7,181.12,1267.84,64
1707,2024-01-10,20,1012,4,237.82,951.28,43
1708,2024-10-14,1,1006,2,495.72,991.44,36
1709,2024-02-28,12,1046,2,8.73,17.46,53
1710,2024-06-19,7,1030,8,474.54,3796.32,29
1711,2024-03-09,9,1052,7,344.79,2413.53,40
1712,2024-09-03,5,1023,7,185.62,1299.34,36
1713,2024-11-02,16,1072,5,361.62,1808.1,25
1714,2024-11-13,19,1094,8,46.46,371.68,28
1715,2024-08-18,16,1024,8,381.6,3052.8,30
1716,2024-06-19,6,1005,5,79.18,395.9,31
1717,2024-08-14,2,1066,3,60.04,180.12,49
1718,2024-12-17,12,1066,3,135.03,405.09,59
1719,2024-04-05,20,1040,8,189.52,1516.16,32
1720,2024-09-06,13,1028,1,176.14,176.14,67
1721,2024-08-01,19,1040,10,238.47,2384.7,61
1722,2024-11-06,2,1006,10,462.49,4624.9,44
1723,2024-01-10,10,1011,10,259.71,2597.1,33
1724,2024-06-06,4,1096,9,261.64,2354.76,63
1725,2024-03-29,1,1070,2,420.34,840.68,45
1726,2024-03-12,7,1044,4,43.01,172.04,35
1727,2024-11-02,5,1065,6,148.89,893.34,63
1728,2024-03-24,20,1089,3,434.8,1304.4,36
1729,2024-10-11,15,1078,10,443.14,4431.4,60
1730,2024-05-20,17,1011,7,369.5,2586.5,28
1731,2024-05-08,10,1030,8,367.72,2941.76,54
1732,2024-07-20,12,1052,4,434.08,1736.32,24
1733,2024-05-07,7,1024,10,465.5,4655.0,47
1734,2024-11-21,18,1049,3,428.37,1285.11,55
1735,2024-01-29,15,1079,3,109.45,328.35,32
1736,2024-06-19,18,1047,9,280.07,2520.63,39
1737,2024-12-28,10,1011,9,66.62,599.58,33
1738,2024-05-25,6,1033,10,335.23,3352.3,35
1739,2024-12-04,12,1007,1,485.03,485.03,28
1740,2024-11-06,3,1062,9,419.9,3779.1,32
1741,2024-10-08,1,1071,7,438.11,3066.77,24
1742,2024-03-17,9,1090,9,123.86,1114.74,47
1743,2024-02-18,12,1081,7,201.57,1410.99,55
1744,2024-12-07,18,1009,2,173.42,346.84,35
1745,2024-11-02,16,1018,1,360.98,360.98,57
1746,2024-09-27,16,1042,6,195.96,1175.76,49
1747,2024-08-26,20,1005,5,325.68,1628.4,56
1748,2024-07-18,10,1063,6,314.69,1888.14,40
1749,2024-12-18,11,1067,2,332.17,664.34,64
1750,2024-12-07,1,1006,8,118.49,947.92,27
1751,2024-12-30,4,1034,1,323.9,323.9,25
1752,2024-02-28,16,1088,4,299.65,1198.6,54
1753,2024-05-01,11,1064,10,199.5,1995.0,59
1754,2024-06-10,6,1039,9,26.89,242.01,61
1755,2024-08-02,4,1057,3,495.82,1487.46,40
1756,2024-02-20,7,1040,9,45.05,405.45,24
1757,2024-02-23,16,1076,3,428.4,1285.2,29
1758,2024-11-02,12,1081,3,340.8,1022.4,52
1759,2024-12-19,1,1015,10,361.38,3613.8,70
1760,2024-06-01,17,1038,5,416.87,2084.35,55
1761,2024-01-04,8,1027,10,138.9,1389.0,54
1762,2024-02-20,14,1010,5,446.4,2232.0,30
1763,2024-04-08,13,1063,5,276.48,1382.4,53
1764,2024-02-06,15,1057,1,297.3,297.3,25
1765,2024-02-05,2,1080,8,260.17,2081.36,28
1766,2024-03-12,1,1004,7,466.83,3267.81,64
1767,2024-01-05,13,1020,6,339.33,2035.98,63
1768,2024-01-12,5,1089,10,181.39,1813.9,56
1769,2024-05-18,16,1024,7,490.41,3432.87,67
1770,2024-12-19,14,1042,8,334.55,2676.4,23
1771,2024-08-16,15,1007,4,95.44,381.76,22
1772,2024-05-25,14,1078,4,65.61,262.44,51
1773,2024-09-25,2,1064,10,339.85,3398.5,62
1774,2024-03-21,20,1019,7,384.26,2689.82,61
1775,2024-09-02,17,1082,9,350.21,3151.89,65
